MENU,RESTO YANG MENYEDIAKAN MENU
Onigiri,"AB Oriental Streetfood, Pedak"
Miso Soup,"AB Oriental Streetfood, Pedak"
Nabe,"AB Oriental Streetfood, Pedak"
Shabu-Shabu,"AB Oriental Streetfood, Pedak"
Sukiyaki,"AB Oriental Streetfood, Pedak"
Teriyaki,"AB Oriental Streetfood, Pedak"
Unagi,"AB Oriental Streetfood, Pedak"
Tamagoyaki,"AB Oriental Streetfood, Pedak"
Mochi,"AB Oriental Streetfood, Pedak"
Burger,"Steak Moen-Moen, Galeria Mall"
Steak,"Steak Moen-Moen, Galeria Mall"
Pizza,"Steak Moen-Moen, Galeria Mall"
Pasta,"Steak Moen-Moen, Galeria Mall"
Fish and Chips,"Steak Moen-Moen, Galeria Mall"
Caesar Salad,"Steak Moen-Moen, Galeria Mall"
French Fries,"Steak Moen-Moen, Galeria Mall"
Chicken Wings,"Steak Moen-Moen, Galeria Mall"
Grilled Cheese Sandwich,"Steak Moen-Moen, Galeria Mall"
Tacos,"Steak Moen-Moen, Galeria Mall"
Lasagna,"Steak Moen-Moen, Galeria Mall"
Ribs,"Steak Moen-Moen, Galeria Mall"
Nachos,"Steak Moen-Moen, Galeria Mall"
Mac and Cheese,"Steak Moen-Moen, Galeria Mall"
Quesadilla,"Steak Moen-Moen, Galeria Mall"
Hot Dog,"Steak Moen-Moen, Galeria Mall"
Meatloaf,"Steak Moen-Moen, Galeria Mall"
Buffalo Wings,"Steak Moen-Moen, Galeria Mall"
Chicken Parmesan,"Steak Moen-Moen, Galeria Mall"
Clam Chowder,"Steak Moen-Moen, Galeria Mall"
Burger,"Steak Up, Mlati"
Steak,"Steak Up, Mlati"
Pizza,"Steak Up, Mlati"
Pasta,"Steak Up, Mlati"
Fish and Chips,"Steak Up, Mlati"
Caesar Salad,"Steak Up, Mlati"
French Fries,"Steak Up, Mlati"
Chicken Wings,"Steak Up, Mlati"
Grilled Cheese Sandwich,"Steak Up, Mlati"
Tacos,"Steak Up, Mlati"
Lasagna,"Steak Up, Mlati"
Ribs,"Steak Up, Mlati"
Nachos,"Steak Up, Mlati"
Mac and Cheese,"Steak Up, Mlati"
Quesadilla,"Steak Up, Mlati"
Hot Dog,"Steak Up, Mlati"
Meatloaf,"Steak Up, Mlati"
Buffalo Wings,"Steak Up, Mlati"
Chicken Parmesan,"Steak Up, Mlati"
Clam Chowder,"Steak Up, Mlati"
Burger,"Kebab Burger 26, Kotagede"
Steak,"Kebab Burger 26, Kotagede"
Pizza,"Kebab Burger 26, Kotagede"
Pasta,"Kebab Burger 26, Kotagede"
Fish and Chips,"Kebab Burger 26, Kotagede"
Caesar Salad,"Kebab Burger 26, Kotagede"
French Fries,"Kebab Burger 26, Kotagede"
Chicken Wings,"Kebab Burger 26, Kotagede"
Grilled Cheese Sandwich,"Kebab Burger 26, Kotagede"
Tacos,"Kebab Burger 26, Kotagede"
Lasagna,"Kebab Burger 26, Kotagede"
Ribs,"Kebab Burger 26, Kotagede"
Nachos,"Kebab Burger 26, Kotagede"
Mac and Cheese,"Kebab Burger 26, Kotagede"
Quesadilla,"Kebab Burger 26, Kotagede"
Hot Dog,"Kebab Burger 26, Kotagede"
Meatloaf,"Kebab Burger 26, Kotagede"
Buffalo Wings,"Kebab Burger 26, Kotagede"
Chicken Parmesan,"Kebab Burger 26, Kotagede"
Clam Chowder,"Kebab Burger 26, Kotagede"
Fast food,"Kebab Burger 26, Kotagede"
Burger,"Pothz Burger, STM Pembangunan"
Steak,"Pothz Burger, STM Pembangunan"
Pizza,"Pothz Burger, STM Pembangunan"
Pasta,"Pothz Burger, STM Pembangunan"
Fish and Chips,"Pothz Burger, STM Pembangunan"
Caesar Salad,"Pothz Burger, STM Pembangunan"
French Fries,"Pothz Burger, STM Pembangunan"
Chicken Wings,"Pothz Burger, STM Pembangunan"
Grilled Cheese Sandwich,"Pothz Burger, STM Pembangunan"
Tacos,"Pothz Burger, STM Pembangunan"
Lasagna,"Pothz Burger, STM Pembangunan"
Ribs,"Pothz Burger, STM Pembangunan"
Nachos,"Pothz Burger, STM Pembangunan"
Mac and Cheese,"Pothz Burger, STM Pembangunan"
Quesadilla,"Pothz Burger, STM Pembangunan"
Hot Dog,"Pothz Burger, STM Pembangunan"
Meatloaf,"Pothz Burger, STM Pembangunan"
Buffalo Wings,"Pothz Burger, STM Pembangunan"
Chicken Parmesan,"Pothz Burger, STM Pembangunan"
Clam Chowder,"Pothz Burger, STM Pembangunan"
Fast food,"Pothz Burger, STM Pembangunan"
Aneka nasi,Warung Buto
Dimsum,Warung Buto
Bebek Peking,Warung Buto
Cow Mein,Warung Buto
Wonton Soup,Warung Buto
nasi hainan,Warung Buto
Spring Rolls,Warung Buto
Lo Mein,Warung Buto
Congee,Warung Buto
Bakpao,Warung Buto
Lumpia,Warung Buto
Capcay,Warung Buto
Kwetiau,Warung Buto
Fuyunghai,Warung Buto
Sapo Tahu,Warung Buto
 Bakmi,Warung Buto
Ayam Kungpao,Warung Buto
Angsio Tahu,Warung Buto
Ayam Koloke,Warung Buto
Siomay,Warung Buto
I Fu Mie,Warung Buto
nasi goreng seafood chinese,Warung Buto
Sate,Warung Buto
Bakmie,"Mie Surabaya Pak Joko, Gedongkuning Selatan"
Aneka nasi,"Mie Surabaya Pak Joko, Gedongkuning Selatan"
Dimsum,"Mie Surabaya Pak Joko, Gedongkuning Selatan"
Bebek Peking,"Mie Surabaya Pak Joko, Gedongkuning Selatan"
Cow Mein,"Mie Surabaya Pak Joko, Gedongkuning Selatan"
Wonton Soup,"Mie Surabaya Pak Joko, Gedongkuning Selatan"
nasi hainan,"Mie Surabaya Pak Joko, Gedongkuning Selatan"
Spring Rolls,"Mie Surabaya Pak Joko, Gedongkuning Selatan"
Lo Mein,"Mie Surabaya Pak Joko, Gedongkuning Selatan"
Congee,"Mie Surabaya Pak Joko, Gedongkuning Selatan"
Bakpao,"Mie Surabaya Pak Joko, Gedongkuning Selatan"
Lumpia,"Mie Surabaya Pak Joko, Gedongkuning Selatan"
Capcay,"Mie Surabaya Pak Joko, Gedongkuning Selatan"
Kwetiau,"Mie Surabaya Pak Joko, Gedongkuning Selatan"
Fuyunghai,"Mie Surabaya Pak Joko, Gedongkuning Selatan"
Sapo Tahu,"Mie Surabaya Pak Joko, Gedongkuning Selatan"
 Bakmi,"Mie Surabaya Pak Joko, Gedongkuning Selatan"
Ayam Kungpao,"Mie Surabaya Pak Joko, Gedongkuning Selatan"
Angsio Tahu,"Mie Surabaya Pak Joko, Gedongkuning Selatan"
Ayam Koloke,"Mie Surabaya Pak Joko, Gedongkuning Selatan"
Siomay,"Mie Surabaya Pak Joko, Gedongkuning Selatan"
I Fu Mie,"Mie Surabaya Pak Joko, Gedongkuning Selatan"
nasi goreng seafood chinese,"Mie Surabaya Pak Joko, Gedongkuning Selatan"
Soto ayam,Bakso Dan Mie Ayam Barokah 354 Sor Talok
Soto daging,Bakso Dan Mie Ayam Barokah 354 Sor Talok
Soto babat,Bakso Dan Mie Ayam Barokah 354 Sor Talok
Bakso,Bakso Dan Mie Ayam Barokah 354 Sor Talok
Mie ayam,Bakso Dan Mie Ayam Barokah 354 Sor Talok
Mie yamin,Bakso Dan Mie Ayam Barokah 354 Sor Talok
Pecel lele,Bakso Dan Mie Ayam Barokah 354 Sor Talok
Nasi gudeg,Bakso Dan Mie Ayam Barokah 354 Sor Talok
Rawon,Bakso Dan Mie Ayam Barokah 354 Sor Talok
Soto ayam,Bakso Dan Mie Ayam Barokah 354 Sor Talok
Pecel,Bakso Dan Mie Ayam Barokah 354 Sor Talok
Nasi liwet,Bakso Dan Mie Ayam Barokah 354 Sor Talok
Rujak cingur,Bakso Dan Mie Ayam Barokah 354 Sor Talok
Tahu tek,Bakso Dan Mie Ayam Barokah 354 Sor Talok
Sate kambing,Bakso Dan Mie Ayam Barokah 354 Sor Talok
Tempe mendoan,Bakso Dan Mie Ayam Barokah 354 Sor Talok
Gado-gado,Bakso Dan Mie Ayam Barokah 354 Sor Talok
Lontong balap,Bakso Dan Mie Ayam Barokah 354 Sor Talok
Semur jengkol,Bakso Dan Mie Ayam Barokah 354 Sor Talok
Nasi kucing,Bakso Dan Mie Ayam Barokah 354 Sor Talok
Bakmi jawa,Bakso Dan Mie Ayam Barokah 354 Sor Talok
Garang asem,Bakso Dan Mie Ayam Barokah 354 Sor Talok
Botok,Bakso Dan Mie Ayam Barokah 354 Sor Talok
Pepes,Bakso Dan Mie Ayam Barokah 354 Sor Talok
Opor ayam,Bakso Dan Mie Ayam Barokah 354 Sor Talok
Tengkleng,Bakso Dan Mie Ayam Barokah 354 Sor Talok
Empal gentong,Bakso Dan Mie Ayam Barokah 354 Sor Talok
Soto ayam,"Mie Kepang Jayakarta, Kusumanegara"
Soto daging,"Mie Kepang Jayakarta, Kusumanegara"
Soto babat,"Mie Kepang Jayakarta, Kusumanegara"
Bakso,"Mie Kepang Jayakarta, Kusumanegara"
Mie ayam,"Mie Kepang Jayakarta, Kusumanegara"
Mie yamin,"Mie Kepang Jayakarta, Kusumanegara"
Pecel lele,"Mie Kepang Jayakarta, Kusumanegara"
Nasi gudeg,"Mie Kepang Jayakarta, Kusumanegara"
Rawon,"Mie Kepang Jayakarta, Kusumanegara"
Soto ayam,"Mie Kepang Jayakarta, Kusumanegara"
Pecel,"Mie Kepang Jayakarta, Kusumanegara"
Nasi liwet,"Mie Kepang Jayakarta, Kusumanegara"
Rujak cingur,"Mie Kepang Jayakarta, Kusumanegara"
Tahu tek,"Mie Kepang Jayakarta, Kusumanegara"
Sate kambing,"Mie Kepang Jayakarta, Kusumanegara"
Tempe mendoan,"Mie Kepang Jayakarta, Kusumanegara"
Gado-gado,"Mie Kepang Jayakarta, Kusumanegara"
Lontong balap,"Mie Kepang Jayakarta, Kusumanegara"
Semur jengkol,"Mie Kepang Jayakarta, Kusumanegara"
Nasi kucing,"Mie Kepang Jayakarta, Kusumanegara"
Bakmi jawa,"Mie Kepang Jayakarta, Kusumanegara"
Garang asem,"Mie Kepang Jayakarta, Kusumanegara"
Botok,"Mie Kepang Jayakarta, Kusumanegara"
Pepes,"Mie Kepang Jayakarta, Kusumanegara"
Opor ayam,"Mie Kepang Jayakarta, Kusumanegara"
Tengkleng,"Mie Kepang Jayakarta, Kusumanegara"
Empal gentong,"Mie Kepang Jayakarta, Kusumanegara"
Soto ayam,Warung Sop dan Tongseng Ayam Family
Soto daging,Warung Sop dan Tongseng Ayam Family
Soto babat,Warung Sop dan Tongseng Ayam Family
Bakso,Warung Sop dan Tongseng Ayam Family
Mie ayam,Warung Sop dan Tongseng Ayam Family
Mie yamin,Warung Sop dan Tongseng Ayam Family
Pecel lele,Warung Sop dan Tongseng Ayam Family
Nasi gudeg,Warung Sop dan Tongseng Ayam Family
Rawon,Warung Sop dan Tongseng Ayam Family
Soto ayam,Warung Sop dan Tongseng Ayam Family
Pecel,Warung Sop dan Tongseng Ayam Family
Nasi liwet,Warung Sop dan Tongseng Ayam Family
Rujak cingur,Warung Sop dan Tongseng Ayam Family
Tahu tek,Warung Sop dan Tongseng Ayam Family
Sate kambing,Warung Sop dan Tongseng Ayam Family
Tempe mendoan,Warung Sop dan Tongseng Ayam Family
Gado-gado,Warung Sop dan Tongseng Ayam Family
Lontong balap,Warung Sop dan Tongseng Ayam Family
Semur jengkol,Warung Sop dan Tongseng Ayam Family
Nasi kucing,Warung Sop dan Tongseng Ayam Family
Bakmi jawa,Warung Sop dan Tongseng Ayam Family
Garang asem,Warung Sop dan Tongseng Ayam Family
Botok,Warung Sop dan Tongseng Ayam Family
Pepes,Warung Sop dan Tongseng Ayam Family
Opor ayam,Warung Sop dan Tongseng Ayam Family
Tengkleng,Warung Sop dan Tongseng Ayam Family
Empal gentong,Warung Sop dan Tongseng Ayam Family
Soto ayam,"Ono Dimsum, Timoho"
Soto daging,"Ono Dimsum, Timoho"
Soto babat,"Ono Dimsum, Timoho"
Bakso,"Ono Dimsum, Timoho"
Mie ayam,"Ono Dimsum, Timoho"
Mie yamin,"Ono Dimsum, Timoho"
Pecel lele,"Ono Dimsum, Timoho"
Nasi gudeg,"Ono Dimsum, Timoho"
Rawon,"Ono Dimsum, Timoho"
Soto ayam,"Ono Dimsum, Timoho"
Pecel,"Ono Dimsum, Timoho"
Nasi liwet,"Ono Dimsum, Timoho"
Rujak cingur,"Ono Dimsum, Timoho"
Tahu tek,"Ono Dimsum, Timoho"
Sate kambing,"Ono Dimsum, Timoho"
Tempe mendoan,"Ono Dimsum, Timoho"
Gado-gado,"Ono Dimsum, Timoho"
Lontong balap,"Ono Dimsum, Timoho"
Semur jengkol,"Ono Dimsum, Timoho"
Nasi kucing,"Ono Dimsum, Timoho"
Bakmi jawa,"Ono Dimsum, Timoho"
Garang asem,"Ono Dimsum, Timoho"
Botok,"Ono Dimsum, Timoho"
Pepes,"Ono Dimsum, Timoho"
Opor ayam,"Ono Dimsum, Timoho"
Tengkleng,"Ono Dimsum, Timoho"
Empal gentong,"Ono Dimsum, Timoho"
Soto ayam,Bakso Dan Seblak Asgar
Soto daging,Bakso Dan Seblak Asgar
Soto babat,Bakso Dan Seblak Asgar
Bakso,Bakso Dan Seblak Asgar
Mie ayam,Bakso Dan Seblak Asgar
Mie yamin,Bakso Dan Seblak Asgar
Pecel lele,Bakso Dan Seblak Asgar
Nasi gudeg,Bakso Dan Seblak Asgar
Rawon,Bakso Dan Seblak Asgar
Soto ayam,Bakso Dan Seblak Asgar
Pecel,Bakso Dan Seblak Asgar
Nasi liwet,Bakso Dan Seblak Asgar
Rujak cingur,Bakso Dan Seblak Asgar
Tahu tek,Bakso Dan Seblak Asgar
Sate kambing,Bakso Dan Seblak Asgar
Tempe mendoan,Bakso Dan Seblak Asgar
Gado-gado,Bakso Dan Seblak Asgar
Lontong balap,Bakso Dan Seblak Asgar
Semur jengkol,Bakso Dan Seblak Asgar
Nasi kucing,Bakso Dan Seblak Asgar
Bakmi jawa,Bakso Dan Seblak Asgar
Garang asem,Bakso Dan Seblak Asgar
Botok,Bakso Dan Seblak Asgar
Pepes,Bakso Dan Seblak Asgar
Opor ayam,Bakso Dan Seblak Asgar
Tengkleng,Bakso Dan Seblak Asgar
Empal gentong,Bakso Dan Seblak Asgar
Beverages,"Tanamera Coffee Roastery, Yogyakarta"
Coffee,"Tanamera Coffee Roastery, Yogyakarta"
Burger,"Tanamera Coffee Roastery, Yogyakarta"
Steak,"Tanamera Coffee Roastery, Yogyakarta"
Pizza,"Tanamera Coffee Roastery, Yogyakarta"
Pasta,"Tanamera Coffee Roastery, Yogyakarta"
Fish and Chips,"Tanamera Coffee Roastery, Yogyakarta"
Caesar Salad,"Tanamera Coffee Roastery, Yogyakarta"
French Fries,"Tanamera Coffee Roastery, Yogyakarta"
Chicken Wings,"Tanamera Coffee Roastery, Yogyakarta"
Grilled Cheese Sandwich,"Tanamera Coffee Roastery, Yogyakarta"
Tacos,"Tanamera Coffee Roastery, Yogyakarta"
Lasagna,"Tanamera Coffee Roastery, Yogyakarta"
Ribs,"Tanamera Coffee Roastery, Yogyakarta"
Nachos,"Tanamera Coffee Roastery, Yogyakarta"
Mac and Cheese,"Tanamera Coffee Roastery, Yogyakarta"
Quesadilla,"Tanamera Coffee Roastery, Yogyakarta"
Hot Dog,"Tanamera Coffee Roastery, Yogyakarta"
Meatloaf,"Tanamera Coffee Roastery, Yogyakarta"
Buffalo Wings,"Tanamera Coffee Roastery, Yogyakarta"
Chicken Parmesan,"Tanamera Coffee Roastery, Yogyakarta"
Clam Chowder,"Tanamera Coffee Roastery, Yogyakarta"
Chicken & duck,"Rembo Chick n Steak, Mantrijeron"
Burger,"Rembo Chick n Steak, Mantrijeron"
Steak,"Rembo Chick n Steak, Mantrijeron"
Pizza,"Rembo Chick n Steak, Mantrijeron"
Pasta,"Rembo Chick n Steak, Mantrijeron"
Fish and Chips,"Rembo Chick n Steak, Mantrijeron"
Caesar Salad,"Rembo Chick n Steak, Mantrijeron"
French Fries,"Rembo Chick n Steak, Mantrijeron"
Chicken Wings,"Rembo Chick n Steak, Mantrijeron"
Grilled Cheese Sandwich,"Rembo Chick n Steak, Mantrijeron"
Tacos,"Rembo Chick n Steak, Mantrijeron"
Lasagna,"Rembo Chick n Steak, Mantrijeron"
Ribs,"Rembo Chick n Steak, Mantrijeron"
Nachos,"Rembo Chick n Steak, Mantrijeron"
Mac and Cheese,"Rembo Chick n Steak, Mantrijeron"
Quesadilla,"Rembo Chick n Steak, Mantrijeron"
Hot Dog,"Rembo Chick n Steak, Mantrijeron"
Meatloaf,"Rembo Chick n Steak, Mantrijeron"
Buffalo Wings,"Rembo Chick n Steak, Mantrijeron"
Chicken Parmesan,"Rembo Chick n Steak, Mantrijeron"
Clam Chowder,"Rembo Chick n Steak, Mantrijeron"
Fast food,"Rembo Chick n Steak, Mantrijeron"
Dimsum,"Oase Cafe & Coffe, Mergangsan"
Bebek Peking,"Oase Cafe & Coffe, Mergangsan"
Cow Mein,"Oase Cafe & Coffe, Mergangsan"
Wonton Soup,"Oase Cafe & Coffe, Mergangsan"
nasi hainan,"Oase Cafe & Coffe, Mergangsan"
Spring Rolls,"Oase Cafe & Coffe, Mergangsan"
Lo Mein,"Oase Cafe & Coffe, Mergangsan"
Congee,"Oase Cafe & Coffe, Mergangsan"
Bakpao,"Oase Cafe & Coffe, Mergangsan"
Lumpia,"Oase Cafe & Coffe, Mergangsan"
Capcay,"Oase Cafe & Coffe, Mergangsan"
Kwetiau,"Oase Cafe & Coffe, Mergangsan"
Fuyunghai,"Oase Cafe & Coffe, Mergangsan"
Sapo Tahu,"Oase Cafe & Coffe, Mergangsan"
 Bakmi,"Oase Cafe & Coffe, Mergangsan"
Ayam Kungpao,"Oase Cafe & Coffe, Mergangsan"
Angsio Tahu,"Oase Cafe & Coffe, Mergangsan"
Ayam Koloke,"Oase Cafe & Coffe, Mergangsan"
Siomay,"Oase Cafe & Coffe, Mergangsan"
I Fu Mie,"Oase Cafe & Coffe, Mergangsan"
nasi goreng seafood chinese,"Oase Cafe & Coffe, Mergangsan"
Aneka nasi,"Oase Cafe & Coffe, Mergangsan"
Bakmie,"Oase Cafe & Coffe, Mergangsan"
Dimsum,Rumah Makan Echo Roso 1
Bebek Peking,Rumah Makan Echo Roso 1
Cow Mein,Rumah Makan Echo Roso 1
Wonton Soup,Rumah Makan Echo Roso 1
nasi hainan,Rumah Makan Echo Roso 1
Spring Rolls,Rumah Makan Echo Roso 1
Lo Mein,Rumah Makan Echo Roso 1
Congee,Rumah Makan Echo Roso 1
Bakpao,Rumah Makan Echo Roso 1
Lumpia,Rumah Makan Echo Roso 1
Capcay,Rumah Makan Echo Roso 1
Kwetiau,Rumah Makan Echo Roso 1
Fuyunghai,Rumah Makan Echo Roso 1
Sapo Tahu,Rumah Makan Echo Roso 1
 Bakmi,Rumah Makan Echo Roso 1
Ayam Kungpao,Rumah Makan Echo Roso 1
Angsio Tahu,Rumah Makan Echo Roso 1
Ayam Koloke,Rumah Makan Echo Roso 1
Siomay,Rumah Makan Echo Roso 1
I Fu Mie,Rumah Makan Echo Roso 1
nasi goreng seafood chinese,Rumah Makan Echo Roso 1
Aneka nasi,Rumah Makan Echo Roso 1
Seafood,Rumah Makan Echo Roso 1
Coffee,"Vegan Fortunate Coffee, Jogonegaran"
Burger,"Vegan Fortunate Coffee, Jogonegaran"
Steak,"Vegan Fortunate Coffee, Jogonegaran"
Pizza,"Vegan Fortunate Coffee, Jogonegaran"
Pasta,"Vegan Fortunate Coffee, Jogonegaran"
Fish and Chips,"Vegan Fortunate Coffee, Jogonegaran"
Caesar Salad,"Vegan Fortunate Coffee, Jogonegaran"
French Fries,"Vegan Fortunate Coffee, Jogonegaran"
Chicken Wings,"Vegan Fortunate Coffee, Jogonegaran"
Grilled Cheese Sandwich,"Vegan Fortunate Coffee, Jogonegaran"
Tacos,"Vegan Fortunate Coffee, Jogonegaran"
Lasagna,"Vegan Fortunate Coffee, Jogonegaran"
Ribs,"Vegan Fortunate Coffee, Jogonegaran"
Nachos,"Vegan Fortunate Coffee, Jogonegaran"
Mac and Cheese,"Vegan Fortunate Coffee, Jogonegaran"
Quesadilla,"Vegan Fortunate Coffee, Jogonegaran"
Hot Dog,"Vegan Fortunate Coffee, Jogonegaran"
Meatloaf,"Vegan Fortunate Coffee, Jogonegaran"
Buffalo Wings,"Vegan Fortunate Coffee, Jogonegaran"
Chicken Parmesan,"Vegan Fortunate Coffee, Jogonegaran"
Clam Chowder,"Vegan Fortunate Coffee, Jogonegaran"
Beverages,"Vegan Fortunate Coffee, Jogonegaran"
Sushi,"Onoki Mentai, Depok"
Sashimi,"Onoki Mentai, Depok"
Tempura,"Onoki Mentai, Depok"
Ramen,"Onoki Mentai, Depok"
Udon,"Onoki Mentai, Depok"
Soba,"Onoki Mentai, Depok"
Okonomiyaki,"Onoki Mentai, Depok"
Takoyaki,"Onoki Mentai, Depok"
Tonkatsu,"Onoki Mentai, Depok"
Yakitori,"Onoki Mentai, Depok"
Gyoza,"Onoki Mentai, Depok"
Onigiri,"Onoki Mentai, Depok"
Miso Soup,"Onoki Mentai, Depok"
Nabe,"Onoki Mentai, Depok"
Shabu-Shabu,"Onoki Mentai, Depok"
Sukiyaki,"Onoki Mentai, Depok"
Teriyaki,"Onoki Mentai, Depok"
Unagi,"Onoki Mentai, Depok"
Tamagoyaki,"Onoki Mentai, Depok"
Mochi,"Onoki Mentai, Depok"
Rice,"Onoki Mentai, Depok"
Sushi,"Banzai!, Seturan"
Sashimi,"Banzai!, Seturan"
Tempura,"Banzai!, Seturan"
Ramen,"Banzai!, Seturan"
Udon,"Banzai!, Seturan"
Soba,"Banzai!, Seturan"
Okonomiyaki,"Banzai!, Seturan"
Takoyaki,"Banzai!, Seturan"
Tonkatsu,"Banzai!, Seturan"
Yakitori,"Banzai!, Seturan"
Gyoza,"Banzai!, Seturan"
Onigiri,"Banzai!, Seturan"
Miso Soup,"Banzai!, Seturan"
Nabe,"Banzai!, Seturan"
Shabu-Shabu,"Banzai!, Seturan"
Sukiyaki,"Banzai!, Seturan"
Teriyaki,"Banzai!, Seturan"
Unagi,"Banzai!, Seturan"
Tamagoyaki,"Banzai!, Seturan"
Mochi.,"Banzai!, Seturan"
Sushi,"Ichiban Sushi, Plaza Ambarrukmo"
Sashimi,"Ichiban Sushi, Plaza Ambarrukmo"
Tempura,"Ichiban Sushi, Plaza Ambarrukmo"
Ramen,"Ichiban Sushi, Plaza Ambarrukmo"
Udon,"Ichiban Sushi, Plaza Ambarrukmo"
Soba,"Ichiban Sushi, Plaza Ambarrukmo"
Okonomiyaki,"Ichiban Sushi, Plaza Ambarrukmo"
Takoyaki,"Ichiban Sushi, Plaza Ambarrukmo"
Tonkatsu,"Ichiban Sushi, Plaza Ambarrukmo"
Yakitori,"Ichiban Sushi, Plaza Ambarrukmo"
Gyoza,"Ichiban Sushi, Plaza Ambarrukmo"
Onigiri,"Ichiban Sushi, Plaza Ambarrukmo"
Miso Soup,"Ichiban Sushi, Plaza Ambarrukmo"
Nabe,"Ichiban Sushi, Plaza Ambarrukmo"
Shabu-Shabu,"Ichiban Sushi, Plaza Ambarrukmo"
Sukiyaki,"Ichiban Sushi, Plaza Ambarrukmo"
Teriyaki,"Ichiban Sushi, Plaza Ambarrukmo"
Unagi,"Ichiban Sushi, Plaza Ambarrukmo"
Tamagoyaki,"Ichiban Sushi, Plaza Ambarrukmo"
Mochi.,"Ichiban Sushi, Plaza Ambarrukmo"
Sushi,Umami House Sushi & Dry Ramen
Sashimi,Umami House Sushi & Dry Ramen
Tempura,Umami House Sushi & Dry Ramen
Ramen,Umami House Sushi & Dry Ramen
Udon,Umami House Sushi & Dry Ramen
Soba,Umami House Sushi & Dry Ramen
Okonomiyaki,Umami House Sushi & Dry Ramen
Takoyaki,Umami House Sushi & Dry Ramen
Tonkatsu,Umami House Sushi & Dry Ramen
Yakitori,Umami House Sushi & Dry Ramen
Gyoza,Umami House Sushi & Dry Ramen
Onigiri,Umami House Sushi & Dry Ramen
Miso Soup,Umami House Sushi & Dry Ramen
Nabe,Umami House Sushi & Dry Ramen
Shabu-Shabu,Umami House Sushi & Dry Ramen
Sukiyaki,Umami House Sushi & Dry Ramen
Teriyaki,Umami House Sushi & Dry Ramen
Unagi,Umami House Sushi & Dry Ramen
Tamagoyaki,Umami House Sushi & Dry Ramen
Mochi.,Umami House Sushi & Dry Ramen
Sushi,"Zutto Sushi Homemade, Elang"
Sashimi,"Zutto Sushi Homemade, Elang"
Tempura,"Zutto Sushi Homemade, Elang"
Ramen,"Zutto Sushi Homemade, Elang"
Udon,"Zutto Sushi Homemade, Elang"
Soba,"Zutto Sushi Homemade, Elang"
Okonomiyaki,"Zutto Sushi Homemade, Elang"
Takoyaki,"Zutto Sushi Homemade, Elang"
Tonkatsu,"Zutto Sushi Homemade, Elang"
Yakitori,"Zutto Sushi Homemade, Elang"
Gyoza,"Zutto Sushi Homemade, Elang"
Onigiri,"Zutto Sushi Homemade, Elang"
Miso Soup,"Zutto Sushi Homemade, Elang"
Nabe,"Zutto Sushi Homemade, Elang"
Shabu-Shabu,"Zutto Sushi Homemade, Elang"
Sukiyaki,"Zutto Sushi Homemade, Elang"
Teriyaki,"Zutto Sushi Homemade, Elang"
Unagi,"Zutto Sushi Homemade, Elang"
Tamagoyaki,"Zutto Sushi Homemade, Elang"
Mochi.,"Zutto Sushi Homemade, Elang"
Udon,"Marugame Udon & Tempura, Plaza Ambarrukmo"
Tempura,"Marugame Udon & Tempura, Plaza Ambarrukmo"
Dimsum,"Marugame Udon & Tempura, Plaza Ambarrukmo"
Puding,"Marugame Udon & Tempura, Plaza Ambarrukmo"
Rice bowl,"Marugame Udon & Tempura, Plaza Ambarrukmo"
Onigiri,"Marugame Udon & Tempura, Plaza Ambarrukmo"
Tonkatsu,"Marugame Udon & Tempura, Plaza Ambarrukmo"
Gyoza,"Marugame Udon & Tempura, Plaza Ambarrukmo"
Tamagoyaki,"Marugame Udon & Tempura, Plaza Ambarrukmo"
Sushi,"Marugame Udon & Tempura, Plaza Ambarrukmo"
Sushi,"Warunk Sushi Condong Catur, Depok"
Sashimi,"Warunk Sushi Condong Catur, Depok"
Tempura,"Warunk Sushi Condong Catur, Depok"
Ramen,"Warunk Sushi Condong Catur, Depok"
Udon,"Warunk Sushi Condong Catur, Depok"
Soba,"Warunk Sushi Condong Catur, Depok"
Okonomiyaki,"Warunk Sushi Condong Catur, Depok"
Takoyaki,"Warunk Sushi Condong Catur, Depok"
Tonkatsu,"Warunk Sushi Condong Catur, Depok"
Yakitori,"Warunk Sushi Condong Catur, Depok"
Gyoza,"Warunk Sushi Condong Catur, Depok"
Onigiri,"Warunk Sushi Condong Catur, Depok"
Miso Soup,"Warunk Sushi Condong Catur, Depok"
Nabe,"Warunk Sushi Condong Catur, Depok"
Shabu-Shabu,"Warunk Sushi Condong Catur, Depok"
Sukiyaki,"Warunk Sushi Condong Catur, Depok"
Teriyaki,"Warunk Sushi Condong Catur, Depok"
Unagi,"Warunk Sushi Condong Catur, Depok"
Tamagoyaki,"Warunk Sushi Condong Catur, Depok"
Mochi,"Warunk Sushi Condong Catur, Depok"
Takoyaki,Takoyaki Kuliner Lor Tugu
Okonomiyaki,Takoyaki Kuliner Lor Tugu
Tempura,Takoyaki Kuliner Lor Tugu
Tonkatsu,Takoyaki Kuliner Lor Tugu
Yakitori,Takoyaki Kuliner Lor Tugu
Gyoza,Takoyaki Kuliner Lor Tugu
Onigiri,Takoyaki Kuliner Lor Tugu
Tamagoyaki,Takoyaki Kuliner Lor Tugu
Mochi.,Takoyaki Kuliner Lor Tugu
Rabokki,"Lawson Shop, Mantrijeron"
Teokpokki,"Lawson Shop, Mantrijeron"
